as_of,und,exp_dt,strike_px,put_call,bid_px,ask_px,last_px,trd_vol,oi,imp_vol,delta,opt_root,exch,snap_id,rec_hash
07/20/2026,ES,20261218,5550,C,495.75,507.25,501.5,1634,6019,0.12,0.743,ES,CME,snap-20260720-es,ES-20261218-5550-C-20260720
2026-07-20,ES,2026-12-18,5550,P,159.5,163.25,161.5,"1,834",6964,0.1216,-0.257,ES,CME,snap-20260720-es,ES-20261218-5550-P-20260720
07/20/26,ES,2026-12-18,5600,C,445,455.25,450,4070,19187,0.1164,0.763,ES,CME,snap-20260720-es,ES-20261218-5600-C-20260720
2026-07-20,ES,2026-12-18,5600,P,157.5,161,159.25,2279,10606,0.12,-0.237,ES,CME,snap-20260720-es,ES-20261218-5600-P-20260720
2026-07-20,ES,20261218,5650,C,394.5,403.25,399,2439,7699,0.12,0.786,ES,CME,snap-20260720-es,ES-20261218-5650-C-20260720
2026-07-20,es,2026-12-18,5650,P,155.25,158.75,157,1736,6188,0.1184,-0.214,ES,CME,snap-20260720-es,ES-20261218-5650-P-20260720
20260720,ES,12/18/26,5700,Call,343.75,351.25,347.5,4581,15360,0.1144,0.813,ES,CME,snap-20260720-es,ES-20261218-5700-C-20260720
2026-07-20,ES,20261218,5700,Put,153.25,156.75,155,2368,12800,0.1168,-0.187,ES,CME,snap-20260720-es,ES-20261218-5700-P-20260720
07/20/2026,ES,12/18/2026,5750,C,293,299.5,296.25,2488,11123,0.1134,0.846,ES,CME,snap-20260720-es,ES-20261218-5750-C-20260720
2026-07-20,ES,12/18/2026,5750,P,151.25,154.5,153,4147,17055,0.1152,-0.15,ES,CME,snap-20260720-es,ES-20261218-5750-P-20260720
2026-07-20,ES,2026-12-18,5800,C,242.25,247.5,245,"5,995",26185,0.1124,0.887,ES,CME,snap-20260720-es,ES-20261218-5800-C-20260720
2026-07-20,ES,20261218,5800,P,149.00,152.25,150.5,6912,36698,0.1136,-0.113,ES,CME,snap-20260720-es,ES-20261218-5800-P-20260720
07/20/26,ES,2026-12-18,5850,C,191.5,195.75,193.5,2312,7515,0.11,0.939,ES,CME,snap-20260720-es,ES-20261218-5850-C-20260720
07/20/26,ES,12/18/2026,5850,P,147,150.25,148.5,5276,17525,0.112,-0.061,ES,CME,snap-20260720-es,ES-20261218-5850-P-20260720
07/20/2026,ES,2026-12-18,5900,C,145.25,148.25,146.75,4619,11980,0.1106,0.994,ES,CME,snap-20260720-es,ES-20261218-5900-C-20260720
2026-07-20,ES,2026-12-18,5900,P,149.5,152.5,151,3544,11490,0.1106,-0.01,ES,CME,snap-20260720-es,ES-20261218-5900-P-20260720
2026-07-20,ES,2026-12-18,5950,C,146.75,150.00,148.5,6222,25124,0.1118,0.929,ES,CME,snap-20260720-es,ES-20261218-5950-C-20260720
20260720,ES,12/18/2026,5950,P,200.25,204.5,202.50,3072,14176,0.1116,-0.071,ES,CME,snap-20260720-es,ES-20261218-5950-P-20260720
2026-07-20,ES,20261218,6000,C,148.25,151.5,150,3903,17073,0.113,0.879,ES,CME,snap-20260720-es,ES-20261218-6000-C-20260720
2026-07-20,ES,20261218,6000,P,251,256.25,253.50,3568,13606,0.1126,-0.121,ES,CME,snap-20260720-es,ES-20261218-6000-P-20260720
07/20/26,ES,20261218,6050,C,150,153.25,151.5,3246,10681,0.1142,0.84,ES,CME,snap-20260720-es,ES-20261218-6050-C-20260720
2026-07-20,ES,2026-12-18,6050,P,301.75,308.25,305.00,"4,102",10497,0.1136,-0.16,ES,CME,snap-20260720-es,ES-20261218-6050-P-20260720
07/20/26,ES,12/18/2026,6100,C,151.5,154.75,153,3235,11572,0.1154,0.808,ES,CME,snap-20260720-es,ES-20261218-6100-C-20260720
2026-07-20,ES,12/18/2026,6100,P,352.5,360.25,356.5,5429,22437,0.1146,-0.19,ES,CME,snap-20260720-es,ES-20261218-6100-P-20260720
2026-07-20,es,12/18/2026,6150,C,153,156.5,154.75,1920,7138,0.1166,0.781,ES,CME,snap-20260720-es,ES-20261218-6150-C-20260720
2026-07-20,ES,2026-12-18,6150,P,403,412.25,407.50,1434,4229,0.1155,-0.219,ES,CME,snap-20260720-es,ES-20261218-6150-P-20260720
20260720,ES,20261218,6200,C,154.5,158,156.25,2068,7481,0.1177,0.759,ES,CME,snap-20260720-es,ES-20261218-6200-C-20260720
20260720,ES,2026-12-18,6200,P,453.75,464,459.00,1584,5708,0.1165,-0.241,ES,CME,snap-20260720-es,ES-20261218-6200-P-20260720
07/20/26,ES,2026-12-18,6250,Call,156,159.75,158,1074,4975,0.1189,0.74,ES,CME,snap-20260720-es,ES-20261218-6250-C-20260720
2026-07-20,ES,2026-12-18,"6,250.00",P,504.5,516,510.25,2190,5877,0.1175,-0.26,ES,CME,snap-20260720-es,ES-20261218-6250-P-20260720
2026-07-20,ES,2026-12-18,"6,250.00",P,504.5,516,510.25,2190,5877,0.1175,-0.26,ES,CME,snap-20260720-es-retry,ES-20261218-6250-P-20260720
20260720,ES,20261218,6300,C,157.5,161.25,159.5,1498,4498,0.1201,0.724,ES,CME,snap-20260720-es,ES-20261218-6300-C-20260720
2026-07-20,ES,12/18/2026,6300,P,555,568,561.5,1346,3627,0.1185,-0.276,ES,CME,snap-20260720-es,ES-20261218-6300-P-20260720
07/20/26,ES,2026-12-18,6350,C,159,163,161.00,522,2461,0.1213,0.709,ES,CME,snap-20260720-es,ES-20261218-6350-C-20260720
2026-07-20,ES,2026-12-18,6350,P,605.5,620.25,613,675,3588,0.1195,-0.291,ES,CME,snap-20260720-es,ES-20261218-6350-P-20260720
2026-07-20,ES,20261218,6400,C,160.75,164.5,162.5,155,668,0.1225,0.697,ES,CME,snap-20260720-es,ES-20261218-6400-C-20260720
2026-07-20,ES,20261218,6400,C,160.75,164.5,162.5,155,668,0.1225,0.697,ES,CME,snap-20260720-es-retry,ES-20261218-6400-C-20260720
2026-07-20,ES,2026-12-18,6400,put,656.25,672.25,664.25,431,1782,0.1205,-0.303,ES,CME,snap-20260720-es,ES-20261218-6400-P-20260720
20260721,ES,2026-08-21,5350,C,586.5,594.75,590.5,937,"3,076",0.1208,0.693,ES,CME,snap-20260721-es,ES-20260821-5350-C-20260721
2026-07-21,ES,2026-08-21,5350,P,75.5,76.75,76,1148,5305,0.1271,-0.307,ES,CME,snap-20260721-es,ES-20260821-5350-P-20260721
2026-07-21,ES,08/21/2026,5400,C,536.25,543.75,540,926,3567,0.1198,0.705,ES,CME,snap-20260721-es,ES-20260821-5400-C-20260721
07/21/26,ES,2026-08-21,5400,P,74.75,75.75,75.25,2424,"13,254",0.1255,-0.295,ES,CME,snap-20260721-es,ES-20260821-5400-P-20260721
07/21/2026,ES,20260821,5450,C,486,492.75,489.5,1780,5746,0.1188,0.719,ES,CME,snap-20260721-es,ES-20260821-5450-C-20260721
2026-07-21,ES,20260821,5450,P ,73.75,74.75,74.25,4539,19874,0.1239,-0.281,ES,CME,snap-20260721-es,ES-20260821-5450-P-20260721
2026-07-21,ES,2026-08-21,5500,C,436,441.75,439,7113,25385,0.1178,0.735,ES,CME,snap-20260721-es,ES-20260821-5500-C-20260721
2026-07-21,ES,08/21/26,5500,P,72.75,73.75,73.25,4705,21435,0.1223,-0.265,ES,CME,snap-20260721-es,ES-20260821-5500-P-20260721
20260721,ES,20260821,"5,550.00",C,385.75,390.75,388.25,7900,22035,0.1168,0.753,ES,CME,snap-20260721-es,ES-20260821-5550-C-20260721
2026-07-21,ES,20260821,5550,P,71.75,72.75,72.25,10328,51264,0.1207,-0.247,ES,CME,snap-20260721-es,ES-20260821-5550-P-20260721
2026-07-21,ES,2026-08-21,5600,C,335.5,339.75,337.5,11580,38117,0.1158,0.774,ES,CME,snap-20260721-es,ES-20260821-5600-C-20260721
07/21/2026,ES,2026-08-21,5600,P,70.75,71.75,71.25,13257,43873,0.12,-0.226,ES,CME,snap-20260721-es,ES-20260821-5600-P-20260721
07/21/2026,ES,08/21/26,5650,C,285.25,288.75,287,11387,26471,0.11,0.799,ES,CME,snap-20260721-es,ES-20260821-5650-C-20260721
2026-07-21,ES,08/21/26,5650,P,70,70.75,70.5,6175,23661,0.1175,-0.201,ES,CME,snap-20260721-es,ES-20260821-5650-P-20260721
2026-07-21,ES,2026-08-21,5700,Call,235,237.75,236.5,17398,61201,0.1139,0.83,ES,CME,snap-20260721-es,ES-20260821-5700-C-20260721
20260721,ES,2026-08-21,5700,P,69,69.75,69.5,13997,67838,0.1159,-0.17,ES,CME,snap-20260721-es,ES-20260821-5700-P-20260721
2026-07-21,ES,08/21/2026,5750,C,184.75,186.75,185.75,"18,339",58589,0.1129,0.867,ES,CME,snap-20260721-es,ES-20260821-5750-C-20260721
2026-07-21,es,2026-08-21,5750,Put,68,68.75,68.5,10740,27275,0.1143,-0.13,ES,CME,snap-20260721-es,ES-20260821-5750-P-20260721
20260721,ES,2026-08-21,5800,C,134.5,136,135.25,"26,697",75333,0.1119,0.913,ES,CME,snap-20260721-es,ES-20260821-5800-C-20260721
2026-07-21,ES,2026-08-21,5800,P,67,67.75,67.5,18299,48926,0.1127,-0.087,ES,CME,snap-20260721-es,ES-20260821-5800-P-20260721
2026-07-21,ES,2026-08-21,5850,C,84.25,85,84.5,24378,83309,0.1109,0.973,ES,CME,snap-20260721-es,ES-20260821-5850-C-20260721
20260721,ES,2026-08-21,5850,P,66.25,66.75,66.5,20763,"80,987",0.1111,-0.027,ES,CME,snap-20260721-es,ES-20260821-5850-P-20260721
07/21/2026,ES,08/21/2026,5900,Call,66.25,67,66.50,18514,55675,0.1113,0.956,ES,CME,snap-20260721-es,ES-20260821-5900-C-20260721
07/21/2026,ES,2026-08-21,5900,P,97.75,98.75,98.25,24656,77392,0.1111,-0.044,ES,CME,snap-20260721-es,ES-20260821-5900-P-20260721
2026-07-21,ES,2026-08-21,5950,C,67,67.75,67.5,14056,37353,0.1125,0.9,ES,CME,snap-20260721-es,ES-20260821-5950-C-20260721
2026-07-21,ES,2026-08-21,5950,P,148,149.75,149,15815,60034,0.1121,-0.1,ES,CME,snap-20260721-es,ES-20260821-5950-P-20260721
2026-07-21,ES,20260821,6000,Call,67.75,68.5,68,20212,58220,0.1137,0.856,ES,CME,snap-20260721-es,ES-20260821-6000-C-20260721
2026-07-21,ES,20260821,6000,P,198.25,200.5,199.5,26769,145410,0.1131,-0.14,ES,CME,snap-20260721-es,ES-20260821-6000-P-20260721
2026-07-21,ES,08/21/26,6050,C,68.25,69.25,68.75,7373,35102,0.1148,0.821,ES,CME,snap-20260721-es,ES-20260821-6050-C-20260721
2026-07-21,ES,08/21/2026,"6,050.00",P,248.5,251.5,250,10351,50313,0.1141,-0.179,ES,CME,snap-20260721-es,ES-20260821-6050-P-20260721
2026-07-21,ES,2026-08-21,6100,C,69,70,69.5,8184,36307,0.116,0.792,ES,CME,snap-20260721-es,ES-20260821-6100-C-20260721
07/21/26,ES,08/21/2026,6100,P,298.75,302.5,300.5,8412,28701,0.1151,-0.21,ES,CME,snap-20260721-es,ES-20260821-6100-P-20260721
07/21/2026,ES,2026-08-21,6150,C,69.75,70.5,70,4148,10470,0.1172,0.768,ES,CME,snap-20260721-es,ES-20260821-6150-C-20260721
07/21/2026,ES,20260821,6150,P,349,353.5,351.25,5657,20856,0.1161,-0.232,ES,CME,snap-20260721-es,ES-20260821-6150-P-20260721
2026-07-21,ES,08/21/2026,"6,200.00",C,70.5,71.25,71,"11,700",54312,0.1184,0.748,ES,CME,snap-20260721-es,ES-20260821-6200-C-20260721
07/21/2026,ES,2026-08-21,6200,P,399.25,404.5,402,9084,36802,0.1171,-0.252,ES,CME,snap-20260721-es,ES-20260821-6200-P-20260721
07/21/2026,ES,20260821,6250,C,71.25,72,71.5,6271,15807,0.1196,0.73,ES,CME,snap-20260721-es,ES-20260821-6250-C-20260721
2026-07-21,ES,08/21/26,6250,P,449.5,455.5,452.5,3927,11263,0.1181,-0.27,ES,CME,snap-20260721-es,ES-20260821-6250-P-20260721
20260721,ES,2026-08-21,6300,C,71.75,72.75,72.25,2918,"13,724",0.1208,0.715,ES,CME,snap-20260721-es,ES-20260821-6300-C-20260721
2026-07-21,ES,20260821,6300,P,499.75,506.5,503,4992,"13,886",0.1191,-0.285,ES,CME,snap-20260721-es,ES-20260821-6300-P-20260721
20260721,ES,08/21/2026,"6,350.00",C,72.5,73.5,73,1048,4159,0.122,0.702,ES,CME,snap-20260721-es,ES-20260821-6350-C-20260721
2026-07-21,ES,2026-08-21,6350,P,549.75,557.5,553.5,823,2583,0.12,-0.298,ES,CME,snap-20260721-es,ES-20260821-6350-P-20260721
07/21/2026,ES,2026-08-28,5350,C,594,602.75,598.5,323,1235,0.1208,0.693,ES,CME,snap-20260721-es,ES-20260828-5350-C-20260721
2026-07-21,es,2026-08-28,5350,P,83.75,85,84.5,359,1753,0.1271,-0.307,ES,CME,snap-20260721-es,ES-20260828-5350-P-20260721
2026-07-21,ES,2026-08-28,5400,C,543.75,551.5,547.5,992,3244,0.1198,0.705,ES,CME,snap-20260721-es,ES-20260828-5400-C-20260721
2026-07-21,ES,2026-08-28,5400,P,82.5,83.75,83,2523,9804,0.1255,-0.295,ES,CME,snap-20260721-es,ES-20260828-5400-P-20260721
07/21/2026,ES,2026-08-28,5450,C,493.5,500.5,497,4192,14705,0.1188,0.719,ES,CME,snap-20260721-es,ES-20260828-5450-C-20260721
07/21/2026,es,2026-08-28,5450,put,81.5,82.75,82,4071,"10,319",0.1239,-0.281,ES,CME,snap-20260721-es,ES-20260828-5450-P-20260721
20260721,ES,08/28/2026,"5,500.00",C,443.25,449.5,446.5,5526,14100,0.1178,0.735,ES,CME,snap-20260721-es,ES-20260828-5500-C-20260721
07/21/2026,ES,2026-08-28,"5,500.00",P,80.5,81.5,81,4497,12539,0.1223,-0.265,ES,CME,snap-20260721-es,ES-20260828-5500-P-20260721
2026-07-21,ES,2026-08-28,5550,C,393,398.25,395.5,8540,23025,0.1168,0.753,ES,CME,snap-20260721-es,ES-20260828-5550-C-20260721
2026-07-21,ES,08/28/26,5550,P ,79.5,80.5,80.00,5774,29858,0.1207,-0.247,ES,CME,snap-20260721-es,ES-20260828-5550-P-20260721
20260721,ES,2026-08-28,5600,C,342.75,347.25,345,10240,28043,0.1158,0.774,ES,CME,snap-20260721-es,ES-20260828-5600-C-20260721
07/21/2026,ES,08/28/2026,5600,P,78.5,79.5,79,11655,40673,0.1191,-0.226,ES,CME,snap-20260721-es,ES-20260828-5600-P-20260721
07/21/2026,ES,08/28/26,5650,Call,292.5,296.25,294.5,5514,"20,839",0.1149,0.799,ES,CME,snap-20260721-es,ES-20260828-5650-C-20260721
2026-07-21,ES,2026-08-28,5650,P,77.5,78.25,78,9910,31128,0.1175,-0.20,ES,CME,snap-20260721-es,ES-20260828-5650-P-20260721
20260721,ES,2026-08-28,5700,C,242.25,245.25,243.75,12805,48320,0.1139,0.83,ES,CME,snap-20260721-es,ES-20260828-5700-C-20260721
2026-07-21,ES,2026-08-28,5700,P,76.25,77.25,76.75,16185,65612,0.1159,-0.17,ES,CME,snap-20260721-es,ES-20260828-5700-P-20260721
20260721,ES,08/28/26,5750,C,192,194.25,193,8947,24815,0.1129,0.867,ES,CME,snap-20260721-es,ES-20260828-5750-C-20260721
07/21/2026,ES,2026-08-28,5750,P,75.25,76.25,75.75,12275,"41,942",0.1143,-0.133,ES,CME,snap-20260721-es,ES-20260828-5750-P-20260721
2026-07-21,ES,20260828,5800,Call,141.5,143.25,142.5,28613,74125,0.11,0.913,ES,CME,snap-20260721-es,ES-20260828-5800-C-20260721
20260721,ES,2026-08-28,5800,P,74.25,75.00,74.5,25220,91602,0.1127,-0.09,ES,CME,snap-20260721-es,ES-20260828-5800-P-20260721
07/21/2026,ES,20260828,5850,C,91.25,92.25,91.75,19115,80334,0.1109,0.973,ES,CME,snap-20260721-es,ES-20260828-5850-C-20260721
07/21/2026,ES,08/28/2026,5850,P,73.25,74,73.5,24576,"108,127",0.1111,-0.027,ES,CME,snap-20260721-es,ES-20260828-5850-P-20260721
2026-07-21,ES,08/28/2026,"5,900.00",C,73.25,74.25,73.75,15014,61760,0.1113,0.956,ES,CME,snap-20260721-es,ES-20260828-5900-C-20260721
2026-07-21,ES,2026-08-28,5900,P,104.75,106,105.5,24123,108736,0.1111,-0.044,ES,CME,snap-20260721-es,ES-20260828-5900-P-20260721
2026-07-21,ES,2026-08-28,5950,C,74,75,74.50,19058,83938,0.1125,0.90,ES,CME,snap-20260721-es,ES-20260828-5950-C-20260721
07/21/2026,ES,08/28/2026,5950,P,155.25,157,156,"22,983",96429,0.1121,-0.1,ES,CME,snap-20260721-es,ES-20260828-5950-P-20260721
20260721,ES,2026-08-28,6000,C,74.75,75.75,75.25,18790,69918,0.11,0.856,ES,CME,snap-20260721-es,ES-20260828-6000-C-20260721
20260721,ES,2026-08-28,6000,C,74.75,75.75,75.25,18790,69918,0.11,0.856,ES,CME,snap-20260721-es-retry,ES-20260828-6000-C-20260721
2026-07-21,ES,2026-08-28,6000,P,205.5,208,206.75,17335,93196,0.1131,-0.14,ES,CME,snap-20260721-es,ES-20260828-6000-P-20260721
07/21/26,ES,2026-08-28,6050,C,75.75,76.5,76,8005,37416,0.11,0.821,ES,CME,snap-20260721-es,ES-20260828-6050-C-20260721
07/21/2026,ES,2026-08-28,6050,P,255.75,259,257.5,17627,50639,0.11,-0.179,ES,CME,snap-20260721-es,ES-20260828-6050-P-20260721
07/21/2026,ES,2026-08-28,6100,C,76.5,77.5,77,7587,24865,0.116,0.792,ES,CME,snap-20260721-es,ES-20260828-6100-C-20260721
07/21/2026,ES,2026-08-28,6100,P,306,310,308,7932,26776,0.1151,-0.21,ES,CME,snap-20260721-es,ES-20260828-6100-P-20260721
20260721,ES,08/28/2026,6150,C,77.25,78.25,77.75,7968,19622,0.1172,0.768,ES,CME,snap-20260721-es,ES-20260828-6150-C-20260721
20260721,ES,08/28/2026,6150,P,356.25,361,358.5,4903,"23,632",0.1161,-0.232,ES,CME,snap-20260721-es,ES-20260828-6150-P-20260721
20260721,ES,2026-08-28,6200,C,78,79,78.5,6935,29900,0.1184,0.748,ES,CME,snap-20260721-es,ES-20260828-6200-C-20260721
2026-07-21,ES,2026-08-28,6200,P ,406.5,412,409.25,8043,22504,0.1171,-0.252,ES,CME,snap-20260721-es,ES-20260828-6200-P-20260721
2026-07-21,ES,08/28/26,6250,C,78.75,79.75,79.25,5980,28546,0.1196,0.73,ES,CME,snap-20260721-es,ES-20260828-6250-C-20260721
2026-07-21,ES,08/28/2026,6250,P,456.75,463.25,460,3165,10600,0.12,-0.27,ES,CME,snap-20260721-es,ES-20260828-6250-P-20260721
2026-07-21,ES,2026-08-28,6300,C,79.5,80.75,80,2960,10559,0.1208,0.715,ES,CME,snap-20260721-es,ES-20260828-6300-C-20260721
2026-07-21,ES,08/28/2026,6300,P,507,514.25,510.5,3408,12566,0.1191,-0.285,ES,CME,snap-20260721-es,ES-20260828-6300-P-20260721
20260721,es,2026-08-28,6350,C,80.25,81.5,81,416,1249,0.122,0.702,ES,CME,snap-20260721-es,ES-20260828-6350-C-20260721
20260721,ES,2026-08-28,6350,P,557.25,565.5,561.5,614,2941,0.1201,-0.298,ES,CME,snap-20260721-es,ES-20260828-6350-P-20260721
07/21/2026,ES,2026-09-18,5350,C,613.00,623.00,618,854,3992,0.1208,0.693,ES,CME,snap-20260721-es,ES-20260918-5350-C-20260721
07/21/2026,ES,2026-09-18,5350,P,104.25,105.75,105,380,1581,0.13,-0.307,ES,CME,snap-20260721-es,ES-20260918-5350-P-20260721
20260721,ES,09/18/26,5400,C,562.75,571.75,567.25,1261,5485,0.1198,0.705,ES,CME,snap-20260721-es,ES-20260918-5400-C-20260721
2026-07-21,ES,2026-09-18,5400,P,102.75,104.5,103.5,2177,11829,0.1255,-0.295,ES,CME,snap-20260721-es,ES-20260918-5400-P-20260721
2026-07-21,ES,2026-09-18,5450,C,512.25,520.5,516.5,3168,13592,0.1188,0.719,ES,CME,snap-20260721-es,ES-20260918-5450-C-20260721
2026-07-21,ES,2026-09-18,5450,P,101.5,103.25,102.5,3519,14303,0.1239,-0.281,ES,CME,snap-20260721-es,ES-20260918-5450-P-20260721
2026-07-21,ES,2026-09-18,5500,C,462,469.25,465.5,3287,12384,0.1178,0.735,ES,CME,snap-20260721-es,ES-20260918-5500-C-20260721
20260721,ES,09/18/2026,5500,P,100.25,101.75,101,"4,408",11777,0.12,-0.265,ES,CME,snap-20260721-es,ES-20260918-5500-P-20260721
2026-07-21,ES,20260918,5550,C,411.5,417.75,414.5,2452,10711,0.1168,0.753,ES,CME,snap-20260721-es,ES-20260918-5550-C-20260721
07/21/2026,ES,20260918,5550,P,99,100.5,99.75,6478,17706,0.1207,-0.247,ES,CME,snap-20260721-es,ES-20260918-5550-P-20260721
07/21/26,ES,2026-09-18,5600,C,361.25,366.5,364,10828,34768,0.1158,0.774,ES,CME,snap-20260721-es,ES-20260918-5600-C-20260721
2026-07-21,ES,09/18/26,5600,P,97.75,99,98.5,11304,40682,0.1191,-0.226,ES,CME,snap-20260721-es,ES-20260918-5600-P-20260721
07/21/26,ES,2026-09-18,5650,C,310.75,315.25,313,4078,9376,0.1149,0.799,ES,CME,snap-20260721-es,ES-20260918-5650-C-20260721
2026-07-21,ES,09/18/2026,5650,P,96.25,97.75,97,9337,42027,0.12,-0.201,ES,CME,snap-20260721-es,ES-20260918-5650-P-20260721
2026-07-21,ES,20260918,5700,Call,260.5,264,262.25,7082,31704,0.1139,0.83,ES,CME,snap-20260721-es,ES-20260918-5700-C-20260721
2026-07-21,ES,2026-09-18,5700,P,95,96.5,95.75,6964,25748,0.1159,-0.17,ES,CME,snap-20260721-es,ES-20260918-5700-P-20260721
2026-07-21,ES,2026-09-18,5750,C,210,213,211.50,5235,15679,0.1129,0.867,ES,CME,snap-20260721-es,ES-20260918-5750-C-20260721
20260721,ES,2026-09-18,5750,put,93.75,95.00,94.5,13448,56626,0.1143,-0.133,ES,CME,snap-20260721-es,ES-20260918-5750-P-20260721
20260721,ES,2026-09-18,5800,C,159.5,161.75,160.5,21659,"93,793",0.1119,0.913,ES,CME,snap-20260721-es,ES-20260918-5800-C-20260721
2026-07-21,ES,09/18/2026,5800,P,92.5,93.75,93,11916,47336,0.1127,-0.087,ES,CME,snap-20260721-es,ES-20260918-5800-P-20260721
2026-07-21,ES,20260918,5850,C,109,110.5,109.75,7222,20710,0.1109,0.973,ES,CME,snap-20260721-es,ES-20260918-5850-C-20260721
2026-07-21,ES,09/18/26,5850,put,91.25,92.25,91.75,21303,55281,0.1111,-0.027,ES,CME,snap-20260721-es,ES-20260918-5850-P-20260721
07/21/2026,ES,20260918,5900,C,91.25,92.5,92,26791,105264,0.1113,0.956,ES,CME,snap-20260721-es,ES-20260918-5900-C-20260721
2026-07-21,ES,2026-09-18,5900,P,122.75,124.25,123.5,19569,103574,0.1111,-0.044,ES,CME,snap-20260721-es,ES-20260918-5900-P-20260721
20260721,ES,2026-09-18,5950,C,92.25,93.5,93,6030,20896,0.1125,0.9,ES,CME,snap-20260721-es,ES-20260918-5950-C-20260721
2026-07-21,ES,09/18/2026,5950,P,173.25,175.5,174.5,8193,34638,0.1121,-0.1,ES,CME,snap-20260721-es,ES-20260918-5950-P-20260721
2026-07-21,ES,2026-09-18,6000,C,93.25,94.5,94,14886,51347,0.1137,0.856,ES,CME,snap-20260721-es,ES-20260918-6000-C-20260721
2026-07-21,ES,09/18/26,6000,P ,223.5,226.75,225,23677,61192,0.1131,-0.144,ES,CME,snap-20260721-es,ES-20260918-6000-P-20260721
07/21/2026,ES,2026-09-18,6050,C,94.25,95.5,95,7923,31183,0.1148,0.821,ES,CME,snap-20260721-es,ES-20260918-6050-C-20260721
2026-07-21,ES,2026-09-18,6050,P ,274,278,276.00,7583,28412,0.1141,-0.179,ES,CME,snap-20260721-es,ES-20260918-6050-P-20260721
07/21/2026,ES,2026-09-18,6100,C,95.25,96.5,96,10149,23565,0.116,0.79,ES,CME,snap-20260721-es,ES-20260918-6100-C-20260721
2026-07-21,ES,20260918,6100,P,324.5,329.25,327,"9,722",31483,0.1151,-0.208,ES,CME,snap-20260721-es,ES-20260918-6100-P-20260721
2026-07-21,ES,2026-09-18,6150,C,96,97.5,96.75,3952,15456,0.1172,0.768,ES,CME,snap-20260721-es,ES-20260918-6150-C-20260721
2026-07-21,es,2026-09-18,6150,P,374.75,380.50,377.5,6711,19473,0.1161,-0.232,ES,CME,snap-20260721-es,ES-20260918-6150-P-20260721
07/21/2026,ES,09/18/2026,6200,C,97,98.5,97.75,5549,"22,082",0.1184,0.748,ES,CME,snap-20260721-es,ES-20260918-6200-C-20260721
2026-07-21,ES,2026-09-18,"6,200.00",P,425.25,431.75,428.5,7917,37225,0.1171,-0.252,ES,CME,snap-20260721-es,ES-20260918-6200-P-20260721
2026-07-21,ES,2026-09-18,6250,C,98,99.5,98.75,2595,7968,0.1196,0.73,ES,CME,snap-20260721-es,ES-20260918-6250-C-20260721
07/21/2026,ES,2026-09-18,"6,250.00",P,475.5,483,479.25,2048,7626,0.1181,-0.27,ES,CME,snap-20260721-es,ES-20260918-6250-P-20260721
20260721,ES,09/18/26,6300,C,99,100.5,99.75,2864,7622,0.1208,0.715,ES,CME,snap-20260721-es,ES-20260918-6300-C-20260721
2026-07-21,es,2026-09-18,6300,P ,526,534.25,530,2217,9368,0.1191,-0.285,ES,CME,snap-20260721-es,ES-20260918-6300-P-20260721
2026-07-21,ES,09/18/26,6350,Call,100.00,101.5,100.75,302,892,0.122,0.702,ES,CME,snap-20260721-es,ES-20260918-6350-C-20260721
2026-07-21,ES,2026-09-18,6350,Put,576.25,585.75,581,427,2006,0.1201,-0.298,ES,CME,snap-20260721-es,ES-20260918-6350-P-20260721
07/21/26,ES,10/16/2026,5350,C,633.5,645.5,639.5,630,3006,0.1208,0.693,ES,CME,snap-20260721-es,ES-20261016-5350-C-20260721
20260721,ES,10/16/2026,5350,P,126.25,128.75,127.5,291,1104,0.1271,-0.307,ES,CME,snap-20260721-es,ES-20261016-5350-P-20260721
07/21/2026,ES,2026-10-16,5400,C,583,593.75,588.5,1057,"4,011",0.1198,0.705,ES,CME,snap-20260721-es,ES-20261016-5400-C-20260721
07/21/2026,ES,2026-10-16,5400,P,124.75,127,126,1597,7399,0.1255,-0.295,ES,CME,snap-20260721-es,ES-20261016-5400-P-20260721
20260721,ES,20261016,5450,C,532.5,542.25,537.5,1105,4843,0.1188,0.719,ES,CME,snap-20260721-es,ES-20261016-5450-C-20260721
2026-07-21,ES,2026-10-16,5450,P,123.25,125.5,124.5,1526,8175,0.1239,-0.281,ES,CME,snap-20260721-es,ES-20261016-5450-P-20260721
2026-07-21,ES,10/16/2026,5500,C,482,490.75,486.5,4880,19554,0.1178,0.735,ES,CME,snap-20260721-es,ES-20261016-5500-C-20260721
2026-07-21,ES,10/16/2026,5500,P,121.5,123.75,122.5,6791,28295,0.1223,-0.265,ES,CME,snap-20260721-es,ES-20261016-5500-P-20260721
2026-07-21,ES,10/16/2026,5500,P,121.5,123.75,122.5,6791,28295,0.1223,-0.265,ES,CME,snap-20260721-es-retry,ES-20261016-5500-P-20260721
2026-07-21,ES,2026-10-16,5550,C,431.5,439.25,435.5,5188,19921,0.12,0.75,ES,CME,snap-20260721-es,ES-20261016-5550-C-20260721
2026-07-21,es,2026-10-16,5550,P,120,122,121.00,2786,14827,0.12,-0.247,ES,CME,snap-20260721-es,ES-20261016-5550-P-20260721
07/21/2026,es,2026-10-16,"5,600.00",Call,381.25,387.75,384.50,6071,28918,0.1158,0.774,ES,CME,snap-20260721-es,ES-20261016-5600-C-20260721
